siteID,AnnualPrecip_msr,AnnualPrecip_mean,AnnualTemp_msr,AnnualTemp_mean,Biomass_msr,Biomass_mean,Elevation_msr,Elevation_mean,Forest_msr,Forest_mean,NDVI_msr,NDVI_mean,PeatDepth_msr,PeatDepth_mean,PrecipSeasonality_msr,PrecipSeasonality_mean,Slope_msr,Slope_mean,SlopeDerivative_msr,SlopeDerivative_mean,SoilMoisture_msr,SoilMoisture_mean,SoilType_msr,SoilType_mean,TempSeasonality_msr,TempSeasonality_mean,TreeHeight_msr,TreeHeight_mean,Forest_shdi,Forest_cls0_p,Forest_cls1_p,SoilType_shdi,SoilType_cls1_p,SoilType_cls2_p,SoilType_cls3_p,SoilType_cls4_p,SoilType_cls5_p,Forest_lsi,SoilType_lsi,y
T2YSPU,3.5,551.0,0.0002821181383403,0.7979167103767395,1455.5047744363546,23.1070556640625,237.00934477268535,57.27635548776016,0.1747973822057247,0.22576904296875,0.0,0.0,174.45220130681992,11.952392578125,0.0574627468747621,26.883172512054443,0.0747595109885622,0.2274192144774955,0.0099234792113922,-0.0021158012845753,1487.693907108158,51.96014404296875,1.679619576781988,2.00262451171875,4.389492401853204,1008.5945434570312,2207.0297097824514,25.53924560546875,0.5341132698600045,0.77423095703125,0.22576904296875,1.0323804833033527,0.5648193359375,0.14141845703125,0.02008056640625,0.273681640625,0.0,5.220582100481006,5.401749914304992,1159.0
T3NLMJ,1.1875,625.75,3.25510899301662e-06,6.1031248569488525,2844.6855902075768,28.543701171875,6.704489947878187,23.863129256060347,0.1760308742523193,0.22802734375,0.0400792707513559,0.4222220246926371,701.4562442861497,37.50738525390625,0.0118165435749233,28.726439952850345,0.01135377479764,0.0694907701582758,0.0034579474373929,-0.0008071389946353,1062.0886370800436,67.95135498046875,0.6970996260643005,2.058837890625,0.2314349273219704,757.4269714355469,3810.574262559414,30.129150390625,0.5368817503393055,0.77197265625,0.22802734375,1.1688982908171703,0.24688720703125,0.5213623046875,0.15777587890625,0.073974609375,0.0,5.510852710445451,5.474860717586503,804.0
T4EMTM,3.5,613.0,0.0011154560910426,6.0645833015441895,3878.399562682957,76.01251220703125,44.68267963331891,130.27536687860265,0.2423287890851497,0.58758544921875,0.041892207114949,0.3911039201056843,125.92738261446355,12.17022705078125,0.0676511706558358,26.25451421737671,0.0644020461836297,0.2285949228801733,0.0220200562015178,-0.0008355738556043,1057.4459038041532,29.95770263671875,0.8321676254272461,1.4130859375,0.3513964868616313,705.3045196533203,7554.352254629135,80.86865234375,0.6777253162343437,0.41241455078125,0.58758544921875,0.7054766686385063,0.788330078125,0.10369873046875,0.0145263671875,0.09344482421875,0.0,5.790117044158968,5.528001359881547,503.0
T4TJQT,1268.1875,735.25,0.1134668094664839,-3.665625035762787,0.8196595758199692,0.0718994140625,,,0.0,0.0,0.0063219568152726,-0.0458459541358796,57.942112412303686,10.13653564453125,2.56743940249612,25.69798517227173,,,,,446.7351529598236,11.82861328125,0.2705275863409042,1.1473388671875,85.53935848618858,771.2435455322266,0.0,0.0,0.0,1.0,0.0,0.3800551676135256,0.91357421875,0.03704833984375,0.037841796875,0.01153564453125,0.0,4.0,5.586033290590158,
T5CELX,0.0,503.0,4.340083237019954e-06,-0.2812500149011612,1166.0619751177728,39.64544677734375,77.34570219356101,262.32624015025795,0.2488812804222107,0.533447265625,0.017796565329304,0.2573597258872814,1012.0873815082014,32.82196044921875,0.0,38.04762268066406,0.0329330349490335,0.1691169498741089,0.0109977916695732,-0.0009114167207509,1628.150149013847,54.31024169921875,1.113748773932457,1.9249267578125,0.0234229722991585,1001.4645690917968,2704.0723621211946,43.82366943359375,0.6909080696989494,0.466552734375,0.533447265625,1.1922141724119997,0.50762939453125,0.1494140625,0.25335693359375,0.089599609375,0.0,5.407644608326295,5.835114760982751,876.0
T5FPCF,792.75,774.5,0.0162369894236347,1.6062500178813934,1204.8799189925194,31.394775390625,1973.441535674734,565.6662369463593,0.2496466040611267,0.481201171875,0.013771297526337,0.2033876695326359,85.65146281942725,14.10809326171875,0.5808979092289519,33.17028617858887,0.0641168424106518,0.541219443649311,0.0218726444292433,0.0009851245593353,433.8253759741783,26.050048828125,0.1418112777173519,1.15655517578125,48.58523338846862,834.3805541992188,2652.415983375162,38.29351806640625,0.6924402220697194,0.518798828125,0.481201171875,0.4471797452228812,0.84832763671875,0.14678955078125,0.0048828125,0.0,0.0,4.847561231600216,6.109368268310676,576.0
T5KGVY,0.1875,541.25,4.774408209584635e-05,6.552083373069763,2452.5429246276617,45.0418701171875,34.01611832306935,70.90247095865197,0.2398824691772461,0.3994140625,0.0259264676549696,0.4591323278900729,37.138596281409264,10.3817138671875,0.0336581838728307,21.65568733215332,0.0627140605649314,0.2375927906182049,0.0218448455307101,0.0009641223911973,633.8755324929953,19.9820556640625,0.436295922845602,1.18499755859375,0.4302780386060476,697.33349609375,4578.070163488388,45.01220703125,0.6727733744251226,0.6005859375,0.3994140625,0.3770841882953886,0.914794921875,0.02838134765625,0.01385498046875,0.04296875,0.0,5.50274216360219,5.005343836171504,1430.0
T5R3X9,10.6875,585.75,0.0010590242677324,2.2666666507720947,5159.758264061064,87.67584228515625,30.76065711307456,347.74056071043015,0.2235421501100063,0.66265869140625,0.0127125593683566,0.5863246604609639,762.251985013485,39.948486328125,0.1812860605314199,36.07779502868652,0.0109951557462907,0.0992088171223919,0.0016262586693379,-0.0021465066671479,908.7851318083704,64.49505615234375,0.3686693869531154,1.77239990234375,6.018854544265196,808.7756500244141,5230.044820725918,82.426025390625,0.6392562131307589,0.33734130859375,0.66265869140625,0.9068636381612344,0.32403564453125,0.57952880859375,0.096435546875,0.0,0.0,5.199286971097746,5.6632730992118425,594.0
T5XNHX,49.0,504.0,0.0014062473177922,1.8333333134651184,3247.958509385586,60.808349609375,700.2380257561208,65.39355578948744,0.2439914792776107,0.5775146484375,0.018101591015118,0.5110207416913884,165.09136819466949,17.88677978515625,0.0221110515130931,28.214571952819824,0.0386730232202066,0.3091828801937879,0.0041942022837771,0.00085246730288,552.2574357353151,38.74359130859375,0.2358737252652645,1.34307861328125,4.269530311226845,958.5619506835938,3987.6359257549047,72.5174560546875,0.6810815338719541,0.4224853515625,0.5775146484375,0.6666529383247158,0.66217041015625,0.33258056640625,0.0052490234375,0.0,0.0,5.323941563533499,5.783880178755972,765.0
T5ZUGG,1.25,780.5,0.0001421452230943,5.317708492279053,6623.423158586025,73.090087890625,24.73785180364212,263.3197090169415,0.2489693015813827,0.5321044921875,0.0145990534939917,0.4679732423005343,452.2619841657579,21.45745849609375,0.0368989907365175,20.0577392578125,0.0625904679868684,0.2895871082335581,0.0258963170593562,0.0010346581442455,1169.3977227173746,33.23052978515625,0.2636720985174179,1.3485107421875,0.0316054355353117,680.8009033203125,7256.236353542656,69.25225830078125,0.6910843649293352,0.4678955078125,0.5321044921875,0.7011636019776994,0.66796875,0.3173828125,0.0128173828125,0.0018310546875,0.0,5.134739696370834,5.738197506980425,1238.0
T6K6TA,3.5,595.0,0.0001519096808335,1.952083379030228,4122.304368223995,80.86151123046875,269.1636733258383,98.82795537402852,0.1889864169061184,0.74700927734375,0.0115767143245637,0.3458049911899272,564.5014030002058,26.29522705078125,0.0294129044705186,32.60631561279297,0.1258291929226942,0.3308391055232444,0.0134816735910591,0.000606636021438,1302.146026816219,43.17755126953125,0.3041292987763881,1.50836181640625,0.5898149169515818,887.3921051025391,4841.516543611884,86.8914794921875,0.5655970004575459,0.25299072265625,0.74700927734375,0.796729370091874,0.51873779296875,0.45416259765625,0.027099609375,0.0,0.0,5.000356628500759,5.665256418118143,259.0
T6LS76,2.5,543.0,0.0010536097652646,6.513541579246521,3325.88419431448,67.849853515625,67.90276280035596,83.08621105458587,0.2383817285299301,0.6077880859375,0.0174997617441976,0.5110041572036308,189.20506070554256,12.7762451171875,0.0285944542856668,21.528285026550293,0.0681712072616382,0.3080255978697712,0.0261295458463631,0.0002236220255529,698.7368414662778,17.84246826171875,0.2547826617956161,1.1522216796875,0.7880192536395043,695.8692474365234,6082.05772620067,69.07379150390625,0.6697272271900946,0.3922119140625,0.6077880859375,0.4164051045163408,0.90008544921875,0.05816650390625,0.03118896484375,0.01055908203125,0.0,5.322502056576142,5.581035949715653,1226.0
T6WPKD,76.6875,714.25,0.0060112686620925,2.964583396911621,3616.952690944076,77.2613525390625,889.4862696154814,139.46194048924372,0.1858721040189266,0.75323486328125,0.0291075111230455,0.4623577889029217,146.44780534133315,12.43890380859375,0.0085158719928131,27.48578977584839,0.137591938336772,0.5586368178859056,0.024270208667526,-0.0072239894531689,980.8038368076086,24.9844970703125,0.665733277797699,1.328369140625,5.068900669924915,809.5205993652344,4454.281821008772,82.04107666015625,0.5587532983091211,0.24676513671875,0.75323486328125,0.6158015182481905,0.82281494140625,0.097412109375,0.00836181640625,0.0714111328125,0.0,5.213201134871821,5.654964193008334,437.0
T6YFBI,89.25,869.5,0.0039713537941379,1.8062500059604645,571.7739397548139,19.47100830078125,,,0.2223170846700668,0.3336181640625,0.0563507529691836,0.2633856415443366,663.5035254620016,24.47052001953125,0.0302879267371736,25.47820615768433,,,,,915.5555347055196,69.0367431640625,1.3076743483543396,2.258056640625,2.310959222726524,678.2769470214844,0.0,0.0,0.6367114153984266,0.6663818359375,0.3336181640625,1.2533835525281374,0.30743408203125,0.37774658203125,0.06414794921875,0.25067138671875,0.0,5.188459965272996,5.682575059828749,154.0
T7RGYH,0.25,726.5,0.0001085036331005,6.902083396911621,5626.596226155758,88.369873046875,41.791179714342434,64.21485196007416,0.2333989106118679,0.62884521484375,0.0233378523664374,0.5248687446554928,403.60559886693954,18.591064453125,0.0102185040386757,19.1194486618042,0.0481559553934813,0.2248038683852335,0.0133274152057719,-0.0009714047053615,1313.203871127218,33.80755615234375,0.6366517804563046,1.47918701171875,0.193870797753334,651.128173828125,9257.757965430616,99.2554931640625,0.6595674175620478,0.37115478515625,0.62884521484375,0.9100109685675204,0.66864013671875,0.229248046875,0.056396484375,0.04571533203125,0.0,5.116626235613321,5.680187279965395,111.0
T7VH4H,1.0,643.0,6.944431198974144e-05,1.1500000953674316,1884.521412845701,72.58599853515625,,,0.1906037889420986,0.74371337890625,0.0211456778802864,0.3632419872779161,924.5188347660004,37.42132568359375,0.0070819174325151,34.14922904968262,,,,,1328.9264535866678,55.49224853515625,0.5857751369476318,1.74365234375,0.1816016584634781,815.9595336914062,0.0,0.0,0.5691368932795677,0.25628662109375,0.74371337890625,1.0692304858916757,0.4466552734375,0.37030029296875,0.17578125,0.00726318359375,0.0,5.464100188198736,5.946781713156392,98.0
T7WIMF,2.5,714.0,0.0002343748013231,5.641666650772095,5549.4585597366095,86.3604736328125,7.6046217991024605,243.7601192267612,0.2377280555665493,0.61077880859375,0.0127258571748469,0.4873439358042609,622.6592651866376,31.60382080078125,0.0342402094618137,20.60556173324585,0.0170626326721856,0.1123011387885348,0.0080189965578216,0.001185881455278,1041.2907232642174,54.106201171875,0.311037179082632,1.60064697265625,0.5545596636366099,691.0306854248047,7450.754745483398,87.72265625,0.6683984411603596,0.38922119140625,0.61077880859375,0.817485791926738,0.4349365234375,0.52947998046875,0.03558349609375,0.0,0.0,5.118436178064222,5.63447600505472,647.0
T7ZDZJ,4.6875,638.25,0.0003852008117632,7.188541650772095,2688.671277269721,54.7569580078125,78.62265462707,38.55847314209677,0.2482109330594539,0.45770263671875,0.0161109794767049,0.4771119444168425,125.67676415666938,11.71649169921875,0.1048977195321185,21.56599473953247,0.0744501999837287,0.3087854405308121,0.0266690857192988,-0.0013027452574512,534.2287864685059,16.291015625,0.1422354839742183,1.09197998046875,0.1648677873890847,658.0984954833984,5191.769740566611,64.6270751953125,0.6895647667348533,0.54229736328125,0.45770263671875,0.2938102269372876,0.93438720703125,0.042236328125,0.0203857421875,0.00299072265625,0.0,5.286460253755316,5.240700032023911,493.0
T83QWB,21.1875,750.25,0.0103852073884498,-0.2760416381061077,946.8336428254844,46.6168212890625,,,0.189197301864624,0.74658203125,0.0246212721141199,0.3520281218070874,288.4449966996908,18.5894775390625,0.1871622718397247,29.642601490020752,,,,,972.1481895446776,39.220703125,0.60845647752285,1.4332275390625,4.197469357401133,804.41650390625,0.0,0.0,0.5660591076297927,0.25341796875,0.74658203125,0.8440534865430631,0.69866943359375,0.218994140625,0.03277587890625,0.049560546875,0.0,5.107079910174546,5.895735747123322,402.0
T8B7KU,2.75,612.5,0.0001074185967695,5.371875047683716,3474.2753901444376,57.37896728515625,7.623658518119669,28.73820421216078,0.2497284263372421,0.5164794921875,0.0127072764638927,0.5091386152587051,421.8825718127191,24.77642822265625,0.0327963653369351,28.949306964874268,0.0246553698661888,0.1454133861002757,0.0102698912002378,0.0010746987763557,1119.1000014394522,43.6510009765625,0.2564950846135616,1.40509033203125,0.5667689766269177,733.4308929443359,5995.314352866262,59.68646240234375,0.6926039348553368,0.4835205078125,0.5164794921875,0.7101100661457183,0.6026611328125,0.38958740234375,0.00775146484375,0.0,0.0,5.0015138555951095,5.4107232448597165,761.0
T8EUCF,106.5,858.0,0.0031640623013231,7.010416746139526,3542.64054274559,59.98193359375,342.5161339158667,59.30916836217512,0.2469286322593689,0.444580078125,0.0147952489093192,0.4674878479442783,145.6498424373567,15.20758056640625,0.040781070129924,21.25247097015381,0.2328150318219527,0.555460001022162,0.0672645276966812,-0.0001389925622032,792.8703887425363,26.00579833984375,0.1711026690900325,1.20928955078125,0.4108351476024836,650.8204803466797,5395.434943139553,62.208740234375,0.6869918051263348,0.555419921875,0.444580078125,0.5241132733411515,0.79351806640625,0.20367431640625,0.0028076171875,0.0,0.0,5.280714215639602,6.133557468519085,1174.0
T8IKAG,32.25,778.5,0.0004383646117389,6.110416650772095,2999.0825955867767,65.95263671875,6.876077612309018,163.83289263397455,0.232328400015831,0.6329345703125,0.0113285687213455,0.5142414029565757,634.393808003515,54.97955322265625,0.0048214803471182,21.20115613937378,0.0042792526000049,0.0672848924839435,0.0008003697044238,0.0013809880012467,446.4510604403913,81.57647705078125,0.1950610727071762,1.9632568359375,0.0790529195219278,678.4237060546875,4572.986632287502,73.943115234375,0.6573753605986962,0.3670654296875,0.6329345703125,0.6280714342063963,0.1165771484375,0.8035888671875,0.079833984375,0.0,0.0,5.392317179711713,5.36530390115483,553.0
T9DY9N,1.1875,625.75,3.25510899301662e-06,6.1031248569488525,2684.148573216051,27.89495849609375,7.277016782235023,24.501717594568618,0.1775501817464828,0.2308349609375,0.030066216743053,0.4556116656360223,521.1985284052789,29.97747802734375,0.0118165435749233,28.726439952850345,0.0143815280387345,0.0846982354568828,0.0043088739063995,-0.0003223862827108,1067.324747979641,58.658447265625,0.5822972320020199,1.83563232421875,0.2314349273219704,757.4269714355469,3714.329690694809,29.29443359375,0.5402832675554078,0.7691650390625,0.2308349609375,1.05198658749682,0.3402099609375,0.53057861328125,0.08258056640625,0.046630859375,0.0,5.493641099491873,5.424939723223861,1061.0
T9MYFJ,666.6875,795.75,0.0724913259678423,-3.599999964237213,9.027235016226768,0.6954345703125,,,0.0,0.0,0.0139542310030797,0.0331348292881,47.42096811160445,9.80706787109375,0.1336919865725576,22.205788612365723,,,,,373.3932646475732,10.50677490234375,0.1748571395874023,1.0908203125,119.4856030147057,738.6719818115234,0.0,0.0,0.0,1.0,0.0,0.2572895667329056,0.94781494140625,0.02105712890625,0.02362060546875,0.00750732421875,0.0,4.0,5.193592213465312,
T9UPWP,22.1875,660.25,0.0026160964783734,2.3302083611488342,1994.952031120658,50.4180908203125,260.1201199627794,111.35432513151318,0.249194499105215,0.47161865234375,0.0150230281759634,0.3534397736009054,426.6448993943632,21.94207763671875,0.120360277990585,31.74643421173096,0.0323308271227788,0.2573378239050727,0.0100617747130149,0.0016516281945335,1017.6046364270152,38.03717041015625,0.2978521846234798,1.39288330078125,2.2021136712282896,869.0516357421875,3075.726241018623,60.27313232421875,0.6915353125445715,0.52838134765625,0.47161865234375,0.7556669414348458,0.634521484375,0.34033203125,0.02288818359375,0.00225830078125,0.0,4.872248701317887,5.576517295632946,1107.0
TAI56Z,0.75,525.5,0.0001605913374191,7.531250238418579,4464.1907997094095,39.53118896484375,1.9495108379555857,13.322406584280545,0.1858411878347396,0.2467041015625,0.0356442295562885,0.373835949460737,2.4268799982964997,11.86627197265625,0.0090518267934385,21.717798233032227,0.0027975080678612,0.0582831544587745,0.0016980075967377,0.0001806601007323,81.87914082035422,17.14044189453125,0.0042691081762313,1.0018310546875,0.237900311127305,633.9315185546875,6053.941024780273,44.26953125,0.5586851767114153,0.7532958984375,0.2467041015625,0.0086965801935502,0.9990234375,0.00048828125,0.0001220703125,0.0003662109375,0.0,5.396926570695637,4.546579853754974,983.0
TAKAXU,3.1875,644.25,0.0008799947632738,1.1218750476837158,1412.0703580640256,79.71356201171875,,,0.1450404524803161,0.823974609375,0.0201062865398096,0.3919887072951042,691.6800536774099,28.50018310546875,0.0292485377322009,34.262868881225586,,,,,1234.394203927368,44.62237548828125,0.4252220243215561,1.5084228515625,2.016121495515108,814.7410888671875,0.0,0.0,0.4653127721533463,0.176025390625,0.823974609375,0.8958491107688404,0.5792236328125,0.3331298828125,0.087646484375,0.0,0.0,5.461474291666004,5.883347494109892,324.0
TAPGMG,33.1875,541.25,0.0027473959016305,-0.3812499567866325,2137.50980900228,43.8182373046875,490.672578929516,355.5089179240167,0.2484309040009975,0.46038818359375,0.0131274872557579,0.1799242032996869,133.90708899497986,14.39111328125,0.417535590301668,40.24466609954834,1.0410028397284337,0.4472230284845651,0.2278732226634668,-0.0068155803004845,664.013744469732,24.77252197265625,0.2307806015014648,1.2080078125,9.893627336947247,962.1882781982422,3320.062608480453,44.83349609375,0.6900056975429298,0.53961181640625,0.46038818359375,0.553387397939992,0.82122802734375,0.1533203125,0.02166748046875,0.0037841796875,0.0,5.742793831440035,6.016411723116586,817.0
TARUGI,6.25,498.5,0.004726557582618,-1.1187500357627869,415.2245871089399,28.83038330078125,510.7507554437034,494.5655405707657,0.2396602481603622,0.3983154296875,0.0349212460373375,0.2634668525548041,516.0420641303062,21.007080078125,0.0659245351016579,47.92646217346192,0.2193123594991561,0.4157666311820378,0.0363077555709931,0.005257673873695,1212.1864649020135,35.59075927734375,0.6610708236694336,1.4697265625,0.809329972602427,914.3524475097656,1056.7582932561636,30.9283447265625,0.6723227177096098,0.6016845703125,0.3983154296875,0.8981719018027908,0.6971435546875,0.17510986328125,0.088623046875,0.03912353515625,0.0,5.174703282266709,5.565896140737468,591.0
TBGIW1,2.0,528.0,0.0005295149278314,-0.1208333224058151,562.5032358430326,28.71551513671875,1.597068281727843,342.4095719140023,0.2483376860618591,0.459228515625,0.0153702677150006,0.2215714672820078,1214.5521581172943,47.67529296875,0.0563571581442374,33.48028564453125,0.013836584027197,0.0975422243899597,0.0062474175164854,0.000334431152908,1231.4632554017007,73.38677978515625,0.9697713255882264,2.338134765625,0.6677584915887564,979.4613494873048,1504.8230027519166,31.13140869140625,0.6898188584657436,0.540771484375,0.459228515625,1.270896954547087,0.27630615234375,0.2059326171875,0.42108154296875,0.0966796875,0.0,5.65857076446528,6.346278251301473,524.0
TBGYQQ,61.1875,706.75,0.0010546880960475,3.9354166984558105,3356.1162120364606,54.90789794921875,121.76424543676694,205.22980627883223,0.2499865889549255,0.503662109375,0.0164495491919226,0.4989816977116781,1061.5333211272955,38.8934326171875,0.2230752001676137,28.3171648979187,0.0471409798127458,0.2326291915311786,0.0163653027325592,0.0008326154073674,1519.4658524990082,55.55712890625,0.520775780081749,1.6600341796875,4.697619163431227,834.0152893066406,4686.700321253389,63.70550537109375,0.6931203582299831,0.496337890625,0.503662109375,1.0145242007028568,0.4703369140625,0.4171142578125,0.0947265625,0.017822265625,0.0,5.6130017738956415,5.7165844259145375,596.0
TBLZ38,491.6875,850.75,0.0327300336636195,-0.0770833504696684,348.1720561385155,12.347900390625,2312.867978216149,835.0523954741657,0.1463414691388607,0.17803955078125,0.0051809771268679,0.0490902248825934,131.90663051605225,15.3994140625,0.6929646942335239,27.04696655273437,0.15009054892918,0.5303967885232339,0.0189333030947186,-0.001674667523007,543.3653022609651,27.46429443359375,0.1841693967580795,1.1712646484375,3.978714619530365,821.8066558837891,770.0208533667028,14.32110595703125,0.4684077079372656,0.82196044921875,0.17803955078125,0.4839439501949953,0.849853515625,0.1290283203125,0.0211181640625,0.0,0.0,5.248314343013208,5.369951045098276,388.0
TBPT1B,24.6875,641.25,0.0005685749318899,7.931250095367432,8151.631489332765,68.36566162109375,89.42906102288634,50.48033918894362,0.2279481850564479,0.35150146484375,0.0148812059974921,0.5431306367163291,33.697994232177734,8.779296875,0.0148523236391611,20.651222705841064,0.0641884407897063,0.3467074955408762,0.0240357219123641,0.0001596050550922,233.2857271693647,7.15850830078125,0.1363447271287441,1.06207275390625,0.0912614176049828,636.2863464355469,7939.991266191006,67.644287109375,0.648371153183626,0.64849853515625,0.35150146484375,0.1694806303795429,0.96917724609375,0.00738525390625,0.015625,0.0078125,0.0,5.1658072493871,4.875617169611537,870.0
